label,message
benign,thecanadianencyclopedia.com/index.cfm?PgNm=TCE&
benign,123people.co.uk/s/john+dougall
benign,spokeo.com/Larry+Bedell
benign,clothes-fashion.com/2010/09/isabel-marant-folco
benign,bcdb.com/cartoons/Walt_Disney_Studios/Feature_F
benign,edstreeservice.com/
benign,bassnedge.com/Lakes/hcstick_marsh.htm
benign,http://distractify.com/post/related/id/5550e821
benign,kdkt.net/
defacement,http://global-construcoes.com/index.php?option=
benign,mp3bear.com/?q=lirik+lagu+promise+anjell+ost+he
benign,genealogytrails.com/wis/WisWWIIHonorRoll1941-19
benign,umaine.edu/americannativeindianstudies/
benign,mylife.com/diane-racine
benign,hockeyfights.com/players/8116
benign,forum.simdynasty.com/viewthread.php?tid=317158
benign,discogs.com/artist/Klein+%26+M.B.O.?anv=Klein+%
benign,neworleansrestaurants.com/house_of_blues/
malware,http://9779.info/%E5%85%AD%E4%B8%80%E5%BA%9F%E7
benign,pressrepublican.com/obituaries_archive_url/x875
defacement,http://www.afotiadis.gr/index.php/el/flatware
benign,richerditlafleche.org/bd/en/f196.html
phishing,online-american-express-verify-account-informat
benign,be.linkedin.com/directory/people/be/wallyn.html
defacement,http://www.webcreators.gr/service-laptop/episke
benign,courtreference.com/Spartanburg-County-South-Car
benign,articles.latimes.com/2005/jan/15/local/me-passi
benign,aircity.en.alibaba.com/
benign,hockeyfights.com/players/2874
benign,amazon.com/Sylvia-Gwyneth-Paltrow/dp/B00005JMJD
benign,allaboutjazz.com/php/article.php?id=35859
phishing,http://ellatirdelasnoticias.com.mx/anz/anz.html
benign,noelleanneosullivan.wordpress.com/2009/03/29/gr
benign,cityroom.blogs.nytimes.com/author/dan-bilefsky/
benign,baseball-reference.com/bullpen/Bullet_Rogan
benign,photos.lucywho.com/wanda-hendrix-photos-t30205.
benign,en.wikipedia.org/wiki/Ernie_Lombardi
benign,sawdust-caesars.blogspot.com/2010/11/xavier-dol
defacement,http://www.unitre.org/index.php?option=com_even
defacement,http://www.yzsyedu.com/info_Show.aspx?typeid=33
benign,hardballtimes.com/main/article/five-questions-k
defacement,http://flowerstobulgaria.org/index.php/en/compo
benign,pediaview.com/openpedia/AP_Poll
benign,electronicaems.co.uk/
benign,hockeyvideohighlights.com/bobby-hull/bobby-hull
benign,fandango.com/vickifrederick/biography/p24924
benign,en.wikipedia.org/wiki/Bob_Riley
benign,djmusiq.us/video-songs/ruba.html
malware,http://9779.info/%E5%84%BF%E7%AB%A5%E5%A2%99%E4
benign,donkiz.co.za/real-estate/rent~witbank.htm
benign,newalbumreleases.net/24537/redshirt-theory-san-
benign,danbeasy.blogspot.com/
benign,francinebrokaw.suite101.com/follow-the-prophet-
phishing,texasforeverradio.com
benign,legacy.com/obituaries/bostonglobe/obituary.aspx
benign,current-movie-reviews.com/34094/previews/2011/0
benign,axiumeducation.org/
benign,daytimeconfidential.zap2it.com/2011/06/02/kiss-
benign,workrightspress.com/schwartz.html
benign,mylife.com/davidjeanpaul
benign,football-shirts.co.uk/japanese.html
benign,gilliengoll.com/
benign,en.wikipedia.org/wiki/Robert_Flynn
benign,university-directory.eu/France/Institut-de-Phar
benign,photos.lucywho.com/monique-gabrielle-photos-t37
benign,http://kickass.to/microsoft-office-professional
defacement,http://jcmt.nl/nl.1
benign,chow.com/restaurants/17432/nellies-oysters
benign,yelp.com/search?find_loc=Renton%2C+WA%2C+USA&cf
benign,onesweetsong.blogspot.com/2009/02/rufus-wainwri
benign,locus-media.com/about_gallery.html
benign,jpopasia.com/lyrics/tokio/
benign,marketwatch.com/investing/index/SPX/charts
benign,facebook.com/ERAVINTAGEWEAR?sk=info
benign,ca.buy.com/
benign,monsterdicksmovies.com/
benign,myspace.com/mapouginen
benign,theusgenweb.org/nd/dickey/dlocals.htm
phishing,http://www.sunjsc.vn/admin/webroot/files/hmrc/w
defacement,http://softua.net/index.php/functions/29-softua
benign,remax-quebec.com/en/inscription/M/8633867.rmx
benign,en.wikipedia.org/wiki/Independence_Day_(film)
benign,http://tinnhanh360.net/nhung-hinh-anh-dau-tien-
defacement,http://www.centroarmengol.com/index.php/formaci
benign,kovideo.net/i-wanna-be-your-lover-lyrics-prince
benign,dollarama.com/
benign,dalycityrecords.com/blastoff/
benign,tpmcafe.talkingpointsmemo.com/talk/2007/07/15-w
benign,jigsaw.com/scid4725542/wade_hemsworth.xhtml
benign,angelfire.com/nc2/koloffinterview/
benign,halloweenspecials.blogspot.com/2008/09/paul-lyn
benign,imdb.com/title/tt0346792/
benign,glife.grantham.edu/cp/home/loginf
benign,trueknowledge.com/q/biography_of_john_coffee_ha
defacement,http://www.sweethome.com.gr/index.php?option=co
benign,music.yahoo.com/stu-phillips/
benign,http://correios.com.br/para-sua-empresa/comunic
defacement,http://hrsbruvi.de/index.php?option=com_joomgal
benign,tidningsarkivet.se/nyckelord/?nyckelord=by
benign,http://katproxy.com/bob-james-obsession-flac-mp
benign,facebook.com/casey.stengel2
benign,http://kenh14.vn/2-tek/facebook-bat-ngo-dinh-lo
benign,eastvillageradio.com/
defacement,http://pdlvl.ro/index.html
defacement,http://www.bnrwatersport.nl/occasions/trailers.
defacement,http://www.rendeck.nl/index.php/nl/services/adv
defacement,http://www.ok-styl.eu/index.php?option=com_cont
benign,medieval-life.net/life_main.htm
benign,dbpedia.org/page/Seattle
benign,jobs.startribune.com/
benign,cardiffmarinevillage.com/
defacement,http://www.vetquality.com.br/nossos-servicos/ve
benign,publicrecords.com/people-search-records/john-do
benign,allstarpics.net/pic-gallery/robert-culp-pics.ht
benign,linkedin.com/pub/adrian-parrish/4/586/285
phishing,mydhlpackage.southtoch.com
benign,lawyers.law.cornell.edu/lawyers/collections/new
phishing,signin.e-bay.us-accountid4358114473.sig-eb.me
phishing,grillaserv.ga
defacement,http://www.fdp-muenchen-west.de/index.php?optio
defacement,http://www.parladori.it/showroom.html?tmpl=comp
benign,soccernews.bigsoccer.com/topic/Good_Morning_Ame
benign,subscene.com/The-Other-Boleyn-Girl/subtitles-71
benign,movietheatersbyzip.com/michigan-kent_county.htm
defacement,http://hempel-hosting.de/hifreiche-videos
benign,streema.com/radios/Urban_KSJO_HD2
defacement,http://www.atelierduvieuxpin.com/en/seminars/st
benign,musicbabylon.com/artist/One_Night_at_McCools_so
benign,costumecraze.com/index-trek-original.html
benign,golondon.about.com/od/londonhotels/fr/The-Savoy
defacement,http://www.ifk-motion.dk/index.php?option=com_b
defacement,http://www.pidloga.com/alloc/19/exitpage=shopbr
benign,metacafe.com/watch/280478/richard_pryor_pet_mon
benign,adrianapalanca.com/2011/03/great-twitter-follow
benign,http://mic.com/articles/114962/here-s-how-icela
benign,realestatebook.com/
benign,en.wikipedia.org/wiki/List_of_World_War_II_film
benign,osc.edu/education/online/Projects/urban_sprawl/
phishing,http://www.id-app7.co.uk/identify-customer=cLN9
benign,senweb03.senate.ca.gov/focus/outreach/sd09/sd09
defacement,http://jetrack.net/Index.php/checkout/index.htm
benign,femalebodybuilders2.com/
benign,entertainmentcareers.net/Warner_Bros_Internatio
benign,shopstyle.com/product/aldo-sandals-shifflett/13
defacement,http://www.andriacambia.it/index.php?option=com
defacement,http://www.wsnc.org.au/neighbourhood-centre/pla
benign,bonjourquebec.com/qc-en/accommodation-directory
benign,youtube.com/watch?v=vX6lvlH5Tng
benign,archive.org/stream/cihm_00147/cihm_00147_djvu.t
benign,blackleopardsfc.com/sponsors/sponsor/
benign,united-states-real-estate.org/
benign,sidneyrigdon.com/1875Hay4.htm
benign,nfl.com/teams/sandiegochargers/profile?team=SD
benign,songlyrics.com/bonnie-raitt-lyrics/
benign,https://500px.com/photo/13728217/freeski-projec
benign,lindawarrengallery.com/artists/walker/index.sht
defacement,http://www.mirakelkursen.org/artiklar-om-ekim/1
benign,localcommunities.org/servlet/lc_procserv/gid=00
benign,download.cnet.com/windows/epic-megagames/3260-2
benign,mixedmartialartsconsulting.com/Indiana.html
benign,westernunionalumni.com/bldgs.htm
benign,http://worldoftanks.ru/ru/content/guide/payment
benign,nfl.com/teams/buffalobills/profile?team=BUF
benign,daytondailynews.com/dayton-sports/wright-state-
benign,oncampus.macleans.ca/education/2011/04/30/ndp-s
benign,profilecanada.com/companydetail.cfm?company=168
defacement,http://coratradecenter.ro/catalog-produse/categ
benign,http://gawker.com/5989009/senator-rand-paul-tak
defacement,http://spmenglishschool.com/faculty.html
benign,associatedcontent.com/article/5430092/college_f
benign,gutenberg.org/browse/authors/s
defacement,http://manosunidasciudadreal.org/index.php?opti
benign,internationalposter.com/artist-detail.aspx?id=5
benign,people.famouswhy.com/ronald_colman/
benign,spoke.com/dir/p/garland/scott
benign,fenilandbollywood.com/2011/06/06/ram-sampath-bl
phishing,seriesgato.com
benign,cinematreasures.org/theaters/27
benign,familyalbumradio.org/davis.html
benign,nps.gov/nr/travel/ohioeriecanal/TextOnly.htm
benign,tsn.ca/nhl/story/?id=369052
benign,abclocal.go.com/wtvd/story?section=news/local&i
defacement,http://www.nfa.com.tr/index.php?option=com_cont
benign,healthcarehiring.com/physicians/MA/59500
phishing,http://www.imposiblehabbo.blogspot.com/
benign,ontheradio.net/kprs
benign,en.wikipedia.org/wiki/Susan_Downey
phishing,kerchiefed-bets.000webhostapp.com
defacement,http://www.leblancathletisme.fr/index.php?optio
benign,ballparkreviews.com/montreal/montreal.htm
malware,http://dl.pocolegion.com/n/5476e9af-8c08-49e6-a
benign,rapidcityjournal.com/news/america-s-most-wanted
benign,pc.ign.com/objects/142/14261715.html
defacement,http://adventure-nicaragua.net/index.php?option
benign,ontheradio.net/wkki/playlist
benign,youtube.com/watch?v=bu8EswsxlJo
defacement,http://www.bruynzeelmultipanel.be/index.php?opt
benign,us.kgbpeople.com/people/jane-hull
benign,onlineworldofwrestling.com/profiles/s/sylvain-g
benign,facebook.com/people/Tim-Hecker/1405087973
benign,ticketsinventory.com/venues/harriet-island-pavi
defacement,http://richard-lebelt.de/index.php?option=com_u
malware,http://3cf.ru/2015/07/21/ykrainskie-komplektyus
defacement,http://sagivlaw.com/index.php?option=com_conten
benign,kathiebracy.blogspot.com/2011/11/are-you-paying
phishing,setupdate24.readyforucontent.review
benign,moraychildcarepartnership.co.uk/
defacement,http://www.industrial-automation.ch/index.php?o
benign,http://censor.net.ua/resonance/332243/sprashiva
benign,rcga.org/news_details.aspx?ID=1432
benign,mylife.com/c-822979112
malware,http://www.vilagnomad.com/wp-includes/js/jquery
defacement,http://www.finixclub.ru/services/creativeworksh
benign,http://superuser.com/questions/339018/will-my-c
benign,epinions.com/Firewalls--dialogic_corporation
benign,youtube.com/watch?v=8Q8KSJ_zyzk
benign,imdb.com/name/nm0774335/
benign,rscdsnewhaven.org/wp-content/wbnm/ap/
defacement,http://www.ybbstal-braeu.at/index.php?option=co
defacement,http://www.radiovillage.eu/index.php/rvcommunit
benign,losangelesriverrealestate.com/
benign,blogs.orlandosentinel.com/entertainment_tv_tvbl
benign,markgribben.com/?page_id=61
benign,musicplug.in/songs.php?movieid=694
defacement,http://manola-souvanlasy.com/index.php?option=c
benign,http://indianexpress.com/article/india/politics
benign,actionreactionpt.com/
benign,lead411.com/Barry_Mayhew_1477696.html
benign,studyunited.org.uk/
benign,http://diply.com/virginradiolebanon/16-childhoo
benign,downthelinesurf.co.uk/shop/Surfboards_c6
benign,nosorigines.qc.ca/genealogielistfirstname.aspx?
defacement,http://www.bissfest-marburg.de/was-ist-bf.pdf
benign,nanoarchive.org/view/author/
benign,downloadlaptopdrivers.com/sony/
benign,grantky.com/content/horse-heritage-days-sept-24
benign,rottentomatoes.com/celebrity/cynthia_stevenson/
benign,en.wikipedia.org/wiki/Category:Black_Canadian_a
benign,wn.com/Jacques_Dextraze
benign,youtube.com/watch?v=YE-eyyCIX7g
benign,adirondackmarathon.org/
benign,reunion.com/l3-9679/
benign,http://atwiki.jp/wiki/%E7%A8%8E%E9%87%91%E7%B5%
benign,twitter.com/snubpollard
benign,disneychannel.wikia.com/wiki/Disney_Channel_Gam
defacement,http://www.farmersmarket.net.au/sejeal.jpg
benign,http://bdnews24.com/world/2015/05/13/islamic-st
defacement,http://www.stefan-kusterer.de/index.php?option=
benign,hr.vanderbilt.edu/
benign,tvguide.com/celebrities/shemar-moore/174522
benign,votesmart.org/candidate/biography/3749
defacement,http://www.bjorklidensgolfklubb.se/index.php/ak
malware,http://grasslandhotel.com.vn/index.php/componen
benign,https://twitter.com/home?status=%E3%83%8C%E3%81
benign,facebook.com/people/Jacqueline-Cavalcante/10000
phishing,vpmarketing.com.au
benign,vipgalleries.net/celebs/david-julian-hirsh/5815
benign,youtube.com/watch?v=ntANlB3tJck
benign,finance.yahoo.com/news/Acer-Debuts-New-4G-Enabl
benign,baseballlibrary.com/baseballlibrary/sabr/tbi/K/
benign,houseofnames.com/fc.asp?s=hebert
benign,yourbittorrent.com/?q=sunset-rubdown-introducin
benign,checkoutmycards.com/Players/Baseball/J
benign,ancientfaces.com/research/story/406577
benign,stephaniechua.com/performances-1
defacement,http://www.treelineconcepts.com.au/index.php?op
benign,point-spreads.com/canadian-football/british-col
phishing,capstoneresidencesug.com
benign,mcmwomensbasketballcamps.com/head-coach.cfm
benign,en.goldenmap.com/Shinyo_(suicide_boat)
benign,allposters.co.uk/-st/Godefroy-Durand-Posters_c8
benign,extremerestraintsmovies.com/video/125144/Swedis
defacement,http://www.holtemidtpunkt.dk/index.php?option=c
benign,hockeygoalies.org/bio/houlem.html
benign,dramaepisode.com/cartoon-kat-tun-episode-93/
defacement,http://vision-dental.com/index.php?phpMyAdmin=a
benign,dohomeworkfaq.com/tag/harry-frank-guggenheim-fo
benign,globegazette.com/news/local/obituaries/article_
benign,genforum.genealogy.com/nadeau/page7.html
benign,tv.yahoo.com/alessandro-juliani/contributor/560
phishing,jaminjubilee.com
benign,findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=7967
phishing,http://www.iidh-jurisprudencia.ac.cr/cache/kune
defacement,http://iosges.com/index.php/nss-web-productos.1
benign,http://babal.net/women/view/2055/%D9%85%D9%87%D
benign,wikitravel.org/en/Germany
benign,freebase.com/view/en/erin_everly
benign,cars.oodle.com/chevrolet-el_camino/for-sale/
benign,youtube.com/watch?v=d2WA93SCfsI
defacement,http://okumaaliskanligi.com/component/mailto/in
benign,ticketsinventory.com/concert/count-basie-orches
benign,users.rcn.com/ckac/index0.html
benign,minnesotatwinstickets.com/venues/ordway-theater
benign,zionnationalpark.com/
benign,mix93.com/Contact-Us-/10117175
benign,youtube.com/watch?v=UdnwLX5m3G8
benign,austin.citysearch.com/profile/10211865/austin_t
defacement,http://besibajasby.com/tag/besi-kanal-c/index.h
benign,janemarburg.ifunnyblog.com/albiedonnelly/
benign,en.wikipedia.org/wiki/How%27s_It_Going%3F
defacement,http://virgiliogomes.com/chronicles/374-bread-a
benign,charleskush.com/
benign,channelfilms.com/
benign,http://uproxx.com/sports/2015/05/former-ufc-cha
benign,catchthefire.com.au/2008/02/chariot-wheels-foun
benign,lifestorynet.com/memories/74330
benign,bowhunterssuperstore.com/sights-tru-glo-c-59_28
defacement,http://www.primascan.fr/index.php?format=feed&t
benign,http://yourlust.com/videos/incredible-orgy-at-t
benign,en.wikipedia.org/wiki/Pet_the_Lion
phishing,http://www.banmarianna.hu/xmlrpc/includes/Brade
benign,en.wikipedia.org/wiki/Swope_Park
defacement,http://www.knaresboroughkitchens.co.uk/index.ph
defacement,http://wandern-in-griechenland.de/fotogalerie/t
benign,movies.yahoo.com/movie/contributor/1800013272
benign,greatschools.org/pennsylvania/uniontown/Albert-
benign,oaklandcarealtors.com/
benign,online-television.tv/channel/News/1192/Al-Alam_
benign,freepages.genealogy.rootsweb.ancestry.com/~nsac
benign,mylife.com/c-2617336441
defacement,http://www.totesmeersalzgrotte.info/index.php?v
defacement,http://www.newtec.ac.uk/courses/statement-of-se
benign,fda.gov/NewsEvents/Newsroom/PressAnnouncements/
benign,media.inspirationalfilms.com/?id=czc00
defacement,http://www.honarcinema.com/index.php?option=com
phishing,fvegt3.desio-web.co.at
benign,genforum.genealogy.com/cyr/all.html
benign,forvo.com/word/mordecai_richler/
benign,zaposlitev.matkurja.com/en/directory/business_a
benign,worldairlinenews.wordpress.com/category/contine
benign,music.yahoo.com/northern-pikes/
benign,talkbass.com/forum/f28/paul-jackson-gear-357965
benign,local.yahoo.com/info-17788119-arthur-bryant-s-b
defacement,http://www.smalbro.dk/free-postcards-21-30/749-
benign,fjc.gov/history/home.nsf/page/judges.html
benign,thebaseballcube.com/players/profile.asp?P=/Dave
phishing,eatnatural.hk
benign,facebook.com/pages/Ground-Truth-Trekking/316861
malware,http://adinamed.com/news/index.php?page=5&catid
benign,brighthub.com/computing/hardware/articles/31333
benign,blog.halopets.com/2011/10/28/ellen-surprises-da
benign,consultingblogs.emc.com/simonbennett/archive/20
benign,linkedin.com/company/ecole-polytechnique-de-mon
benign,amazon.com/Bad-Religion-Naughty-Artwork-T-Shirt
defacement,http://www.foehn.es/que-tomar/1-menus-espectacu
benign,mchistorical.blogspot.com/
benign,sonypictures.com/homevideo/
defacement,http://www.shekinahphotography.co.za/index.php?
malware,http://3cf.ru/2015/07/21/kprf-otkazalas-sdavat-
benign,profilecanada.com/companydetail.cfm?company=256
benign,zoominfo.com/people/Gord_Ben_241134380.aspx
defacement,http://martinprothero.com/index.php/gallery/1/4
benign,importgenius.com/importers/dalia-littlewood
benign,columbia.edu/~mo2338/index_files/research.htm
benign,ashleyjackson7.co.uk/profile.htm
benign,londonnet.co.uk/films/theprincessofmontpensierl
benign,sunshinereview.org/index.php/Albert_Gallatin_Ar
benign,youtube.com/watch?v=iOAi4GTYRoA
benign,streamingthe.net/KBRG-Recuerdo-100.3-FM-San-Jos
benign,bleacherreport.com/articles/524584-baltimore-ra
defacement,http://www.empresariosonline.com.mx/index.php?o
defacement,http://larcadelcarnevale.com/catalogo/maschere-
benign,stursula.org/extra-curricular_band.html
benign,https://medium.com/human-parts/the-death-of-awe
benign,manta.com/ic/mt6xd25/ca/ville-emard-electrique
phishing,http://digilander.libero.it/Facelogin96/
benign,lyrics.wikia.com/Pitchshifter
benign,mtv.com/music/artist/green_day/artist.jhtml
benign,freepages.genealogy.rootsweb.ancestry.com/~loma
malware,http://vip.520wawa.com/res/school791/600/201106
benign,amazon.com/s?ie=UTF8&rh=n%3A2625373011%2Ck%3AJa
benign,losangeles-injury.com/
phishing,legacyet.com
benign,imdb.com/name/nm0921941/
benign,moviesplanet.com/names/7638/sandahl-bergman
benign,venturebeat.com/2011/10/01/gears-3-sales-millio
benign,en.wikipedia.org/wiki/Category:Companies_establ
benign,roadrunnerrecords.com/blabbermouth.net/news.asp
benign,plumafronteriza.blogspot.com/2010/09/epcc-liter
benign,tradekey.com/ks-bus/
benign,roadrunnerrecords.com/blabbermouth.net/news.asp
defacement,http://djsipke.nl/index.html
benign,jbmballistics.com/
phishing,shaticgroups.com
benign,lottery.nd.gov/
benign,http://kenh14.vn/musik/phan-nhac-phoi-tao-nen-v
benign,spinoff.comicbookresources.com/2011/09/10/life-
benign,facebook.com/TheoJordanMarie
defacement,http://www.advinno.com/services/board-design
benign,humantransit.org/2011/08/do-line-numbers-matter
benign,mylife.com/ericgierloff
benign,athletics.wvutech.edu/men_s_sports/basketball
benign,allaboutbibles.blogspot.com/
benign,trueslant.com/charlesjohnson/2010/04/08/glenn-b
benign,ascotjsmith.com/
benign,http://smallseotools.com/blog/how-to-drive-traf
phishing,tezoriholding.com
benign,tennisexpress.com/lacoste-Mens-Taffeta-Tennis-S
benign,123people.ca/s/ted+bailey
benign,daviscup.com/en/results/tie/details.aspx?tieId=
benign,realestate.yahoo.com/Texas/El_Paso/11217-dick-l
benign,animenewsnetwork.com/encyclopedia/anime.php?id=
phishing,mobileid-free-fr.info
defacement,http://www.arcolec.com/index.php?view=article&c
benign,http://babal.net/downloads_details/528/%D8%A7%D
benign,wn.com/flyscooters
benign,everydayonsales.com/16866/golf-house-warehouse-
benign,solehope.com/
benign,theyounginvincibles.com/
benign,soccernet.espn.go.com/round/_/season/2009/group
defacement,http://butrading.com/index.php?option=com_virtu
benign,dental.pacific.edu/Dental_Services/Clinics/Unio
benign,prnewswire.com/news-releases/national-union-of-
defacement,http://www.kenltd.com/index.php?option=com_rsfo
defacement,http://www.feuerwehr-moellbergen.de/index.php?o
benign,classmates.com/directory/public/memberprofile/l
defacement,http://asociacionkaribu.org/index.php/karibu/id
benign,silentcartelfilms.com/
benign,blog.newsok.com/berrytramel/2010/06/21/big-12-c
benign,onlinecouponoffers.info/news/Lepine.html
benign,library.illinois.edu/people/bios/dcschmid/
benign,people.famouswhy.com/Ruth_Pointer_and_Michael_S
benign,ninersnation.com/2010/4/5/1406189/2010-free-age
phishing,issube-vakifbank-onlineislemler.com
malware,http://www.711100.com/app/member/SportOption.ph
defacement,http://www.scoliosiscare.org/index.php?option=c
benign,efs.cpf.state.ma.us/PrintFullReport.aspx?report
benign,indycornrows.com/2011/5/16/2174319/indiana-pace
benign,adelphi.edu/faculty/profiles/profile.php?PID=02
benign,vitals.com/doctors/Dr_Elka_Serano.html
benign,vanityfair.com/online/daily/2010/10/exclusive-p
phishing,sampiev.ru
benign,mylife.com/zip-codes/b3-261390/
benign,ebay.com/itm/2009-Checker-OReilly-Auto-Parts-50
benign,http://motthegioi.vn/khoe-dep/cai-chet-cua-ceo-
benign,en.wikipedia.org/wiki/Willy_F._James
benign,scribd.com/doc/45764904/The-Bluegrass-Conspirac
benign,emefge.de/searchresult.php?q=voda
benign,lms.concordia.ca/
phishing,diranproductions.com
benign,insiderpages.com/doctors/Robert-M-Wertheimer-MD
benign,en-pi.facebook.com/ashleymac12
defacement,http://clinicavisualiza.com/es/component/conten
defacement,http://www.bkr-laserscanning.de/index.php?view=
benign,http://getpocket.com/signup?mode=socialmode&rou
benign,ca.sports.yahoo.com/nhl/blog/puck_daddy/post/Pu
defacement,http://flowerstobulgaria.org/sejeal.jpg
phishing,tescobank.alerts.customerservice.study.happywin
benign,http://askubuntu.com/questions/189271/cannot-in
benign,profilecanada.com/companydetail.cfm?company=243
defacement,http://www.enolr.com/event-calendar/day/date/20
defacement,http://www.nissad.com/partners.html
defacement,http://asociacionkaribu.org/index.php/component
defacement,http://www.ets-audio.de/download/view.download/
benign,facebook.com/pages/Huey-P-Newton/10537074616325
benign,youtube.com/watch?v=7zc33bKuxek
defacement,http://programsolutionsgroup.com/components/com
benign,en.wikiquote.org/wiki/Being_John_Malkovich
defacement,http://www.tastytours.it/index.php?option=com_c
benign,germanhoops.wordpress.com/2011/02/03/travis-wal
benign,ticketsmarket.co.uk/venue/olympiahalle-munich/
benign,http://sfglobe.com/2015/04/08/kids-take-situati
benign,youtube.com/watch?v=XQLqCW-225E
benign,caligulathemovie.com/
benign,http://seekingalpha.com/article/3177276-the-imp
benign,forum.videohelp.com/threads/266926-MPG-files-wo
defacement,http://www.szovetseg.eu/feladatok.php?name=Foru
benign,torontoist.com/2007/02/nathan_phillips_1/
benign,youtube.com/watch?v=NFRc5v0IRw4
benign,http://otomoto.pl/osobowe/bmw/seria-3/-/325/EW4
benign,askbiography.com/bio/Charles_VI_of_France.html
defacement,http://svadebny.com/index.php?option=com_flippi
defacement,http://sfhhz.com/contents/307/1746.html
benign,songlyrics.com/sam-roberts/dead-end-lyrics/
defacement,http://www.keokukyachtclub.com/index.php?option
benign,chicagofireblog.com/
benign,citizenbudget.com/
benign,historicmapworks.com/Atlas/US/27937/Mower+Count
benign,gutenberg.org/browse/authors/w
benign,athaiexpress.com/
defacement,http://www.maryahprincess.it/photogallery/categ
defacement,http://www.olab.se/index.php/oestersunds-lastbi
defacement,http://www.resurrectionbellevue.org/index.php/m
benign,youtube.com/watch?v=JVy8rw8KmKY
malware,http://9779.info/%E5%85%B3%E4%BA%8E%E5%A4%A9%E6
benign,tembecworker.proboards.com/
benign,youtube.com/watch?v=5S6m2W_L2WY
benign,cpasbien.com/series/
defacement,http://viva-sport.com/index.php?page=shop.brows
benign,http://haberler.com/hakem-mete-kalkavan-fenerba
benign,rentals.com/Apartments/Indiana/Indianapolis/758
benign,linkedin.com/in/michaeldcarleton
benign,lyricsmode.com/lyrics/a/aldo_nova/
benign,en.wikipedia.org/wiki/Chuck_Comeau
defacement,http://www.wijstaanvoordewijk.nl/home/98-stem-n
benign,bestplaces.net/find/state.aspx?state=NJ
phishing,ssxxtwqq.wufoo.com
benign,accesscable.net/~genealogy/html/idxl.html
benign,docstoc.com/docs/51908634/IATA-Operational-Safe
benign,dancehallzone.blogspot.com/
phishing,doc.lookseedesign.ca
phishing,http://online.citi.com.d2pka0bcpr4g7xu8lfqcjx9t
benign,usabasketball.com/mens/men_alpha_A.html
benign,123people.com/s/al+poirier
benign,imaginegolfclub.com/golfers/tom-pernice-jr--265
benign,dbpedia.org/resource/Max_Rafferty
benign,musicwn.com/browse.php?artist=Norman+Brown
benign,hsvvoice.com/news/2011-09-28/Entertainment/Pack
defacement,http://affmj.org/index.php?option=com_content&v
benign,e-yearbook.com/yearbooks/ku/1969/Page_148.html
benign,http://udn.com/news/story/7005/901085-%E8%B7%86
benign,rrpbg.com/
benign,youtube.com/watch?v=1dyW3OAiFqo
benign,bettyconfidential.com/ar/ld/a/Lemon-Herb-Chicke
benign,candentist.ca/2673698-dentist-valiquette-jacque
benign,torrentz.eu/search?f=Dan+in+Real+Life
benign,absoluteastronomy.com/topics/brendan_fehr
defacement,http://www.intocht-simpelveld.nl/index.php?opti
benign,francethisway.com/paris/saint-denis-basilica.ph
benign,labournet.de/internationales/starwdpf.html
benign,whosdatedwho.com/tpx_46967/khamani-griffin/
defacement,http://www.fagnaniebertagnoli.it/ACCESSORI/prea
defacement,http://vivre-productions.com/index.php/portfoli
benign,pipl.com/directory/name/Auger/Claudia
benign,locktrack.com/public/reports/harney_or_ilist.ht
benign,dictionary.reference.com/browse/ground+truth
benign,duckduckgo.com/1/c/People_from_Bradford
defacement,http://www.spirit-house.de/index.php?option=com
defacement,http://www.richpictures.co.uk/home/userblog/62?
phishing,http://apple.com.appleidupdate.dispar.com.co/Ap
defacement,http://www.berufungswege.de/veranstaltungen/cat
benign,familytreemaker.genealogy.com/users/c/a/m/Edwar
benign,cahighways.org/880-980.html
benign,newyorker.com/reporting/2010/11/15/101115fa_fac
benign,callmehome.com/
benign,boxingnews24.com/a/boxing/david-lemieux/
benign,worthpoint.com/worthopedia/vada-pinson-single-s
benign,myworld.ebay.com/funnylikehow/
benign,sportsillustrated.cnn.com/football/ncaa/rosters
benign,reunion.com/members/l2-33101/
benign,familytreemaker.genealogy.com/users/b/l/a/Joe-B
defacement,http://www.kobiasado.co.il/index.php?option=com
benign,ncbi.nlm.nih.gov/pmc/articles/PMC2386879/
benign,waltersfuneralhome.com/?pagetype=memlist
benign,koreandrama.org/?p=4405
malware,http://img05.hc360.cn/05/flashadstyle4scene2/17
benign,mylife.com/gertrudepoirier
benign,dealingwithcreationisminastronomy.blogspot.com/
benign,filmguide.wikia.com/wiki/Warner_Home_Video
benign,findthepostalcode.com/location.php?province=QC&
benign,celebritytoejam.blogspot.com/
benign,familycar.com/autoparts/oldsmobile/88.html
benign,tripadvisor.com/ShowUserReviews-g155032-d185733
benign,http://babal.net/games/view/17/%D8%A7%D9%84%D8%
benign,flintexpats.com/2009/01/holy-redeemer-and-holy-
benign,fr.goldenmap.com/Canal_Panda
benign,facebook.com/pages/Satchel-Paige/10946548574577
benign,thecasualperfectionist.com/2011/11/be-still-my-
benign,youtube.com/watch?v=J6X98gv4mbI
benign,youtube.com/watch?v=t7m4XfJGsPw
benign,accommodationvancouver.com/
benign,thenoisyplume.com/blog/
benign,horsedeals.com/index.php?p=viewGalleryEvent&res
benign,grassrootscampaigns.com/
benign,isthisyour.name/thomas_workman.htm
